"scrape_datetime","data_url","as_of_date","model","lead_time"
"2024-10-10 13:08:03.773052+00:00","https://www.carwow.de/smart/3","2024/10/08","smart #3","2-4 Monate"
"2024-10-10 13:08:03.773052+00:00","https://www.carwow.de/smart/3-brabus","2024/10/08","smart #3 Brabus","3 Monate"
"2024-10-10 13:08:03.773052+00:00","https://www.carwow.de/smart/eq-fortwo","2024/10/08","smart EQ fortwo","7-9 Monate"
"2024-10-10 13:08:03.773052+00:00","https://www.carwow.de/smart/eq-fortwo-cabrio","2024/10/08","smart EQ fortwo Cabrio","7-9 Monate"
"2024-10-10 13:08:03.773052+00:00","https://www.carwow.de/tesla/model-3","2024/10/08","Tesla Model 3","1 Monat"
"2024-10-10 13:08:03.773052+00:00","https://www.carwow.de/tesla/model-s","2024/10/08","Tesla Model S","2-3 Monate"
"2024-10-10 13:08:03.773052+00:00","https://www.carwow.de/tesla/model-x","2024/10/08","Tesla Model X","2-3 Monate"
"2024-10-10 13:08:03.773052+00:00","https://www.carwow.de/tesla/model-y","2024/10/08","Tesla Model Y","1 Monat"
"2024-10-10 13:08:03.773052+00:00","https://www.carwow.de/toyota/bz4x","2024/10/08","Toyota bZ4X","1-4 Monate"
"2024-10-10 13:08:03.773052+00:00","https://www.carwow.de/toyota/proace-city-electric","2024/10/08","Toyota Proace City Electric","4-5 Monate"
"2024-10-10 13:08:03.773052+00:00","https://www.carwow.de/toyota/proace-electric","2024/10/08","Toyota Proace Electric","4-5 Monate"
"2024-10-10 13:08:03.773052+00:00","https://www.carwow.de/toyota/proace-verso-electric","2024/10/08","Toyota Proace Verso Electric","4-5 Monate"
"2024-10-10 13:08:03.773052+00:00","https://www.carwow.de/volkswagen/e-crafter-kastenwagen","2024/10/08","VW e-Crafter Kastenwagen","Vorübergehender Bestellstopp"
"2024-10-10 13:08:03.773052+00:00","https://www.carwow.de/volkswagen/e-up","2024/10/08","VW e-up!","Vorübergehender Bestellstopp"
"2024-10-10 13:08:03.773052+00:00","https://www.carwow.de/volkswagen/id3","2024/10/08","VW ID.3","3 Monate"
"2024-10-10 13:08:03.773052+00:00","https://www.carwow.de/volkswagen/id4","2024/10/08","VW ID.4","2 Monate"
"2024-10-10 13:08:03.773052+00:00","https://www.carwow.de/volkswagen/id4-gtx","2024/10/08","VW ID.4 GTX","2 Monate"
"2024-10-10 13:08:03.773052+00:00","https://www.carwow.de/volkswagen/id5","2024/10/08","VW ID.5","2 Monate"
"2024-10-10 13:08:03.773052+00:00","https://www.carwow.de/volkswagen/id5-gtx","2024/10/08","VW ID.5 GTX","2 Monate"
"2024-10-10 13:08:03.773052+00:00","https://www.carwow.de/volkswagen/id7","2024/10/08","VW ID.7","6-7 Monate"
"2024-10-10 13:08:03.773052+00:00","https://www.carwow.de/volkswagen/id7-gtx","2024/10/08","VW ID.7 GTX","6-7 Monate"
"2024-10-10 13:08:03.773052+00:00","https://www.carwow.de/volkswagen/id7-tourer-gtx","2024/10/08","VW ID.7 GTX Tourer","3-4 Monate"
"2024-10-10 13:08:03.773052+00:00","https://www.carwow.de/volkswagen/id7-tourer","2024/10/08","VW ID.7 Tourer","3-4 Monate"
"2024-10-10 13:08:03.773052+00:00","https://www.carwow.de/volkswagen/id-buzz","2024/10/08","VW ID. BUZZ","3-6 Monate"
"2024-10-10 13:08:03.773052+00:00","https://www.carwow.de/volkswagen/id-buzz-gtx","2024/10/08","VW ID. BUZZ GTX","2-5 Monate"
"2024-10-10 13:08:03.773052+00:00","https://www.carwow.de/volkswagen/id-buzz-cargo","2024/10/08","VW ID. BUZZ Cargo","3-6 Monate"
"2024-10-10 13:08:03.773052+00:00","https://www.carwow.de/volvo/c40-recharge","2024/10/08","Volvo C40 Recharge","5-7 Monate"
"2024-10-10 13:08:03.773052+00:00","https://www.carwow.de/volvo/ex30","2024/10/08","Volvo EX30","4-6 Monate"
"2024-10-10 13:08:03.773052+00:00","https://www.carwow.de/volvo/ec40","2024/10/08","Volvo EC40","4-6 Monate"
"2024-10-10 13:08:03.773052+00:00","https://www.carwow.de/volvo/ex40","2024/10/08","Volvo EX40","5-6 Monate"
"2024-10-10 13:08:03.773052+00:00","https://www.carwow.de/volvo/ex90","2024/10/08","Volvo EX90","10-12 Monate"
"2024-10-10 13:08:03.773052+00:00","https://www.carwow.de/xpeng/xpeng-g9","2024/10/08","XPENG G9","1-2 Monate"
"2024-10-10 13:08:03.773052+00:00","https://www.carwow.de/xpeng/xpeng-p7","2024/10/08","XPENG P7","2 Monate"
